ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 1 default

6612,simple,MYE ME45AC-11,ME45 high head Effluent pump 115v w/ float,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6613,simple,MYE PK100,PK100 Myers HJ100 Repair Kit,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,235,Utility,,,,,,,,,,,,0,,,,,,,,,

6614,simple,MYE PK33,PK33 Myers HJ33 Repair Kit,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,175,Utility,,,,,,,,,,,,0,,,,,,,,,

6615,simple,MYE PK50,PK50 Myers HJ50 Repair Kit,'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,199,Utility,,,,,,,,,,,,0,,,,,,,,,

6616,simple,MYE PK75,PK75 Myers HJ75 Repair Kit,'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,230,Utility,,,,,,,,,,,,0,,,,,,,,,

6617,simple,MYE PKQ,PKQ Myers QD75/100 Repair Kit,'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,235,Utility,,,,,,,,,,,,0,,,,,,,,,

6618,simple,MYE SRAM-200,SRAM-200 Myers movable rail flange,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6650,simple,PEN P18-1485K,P18-1485K Pentek 2-wire lead assembly,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,79.9,Utility,,,,,,,,,,,,0,,,,,,,,,

6651,simple,PEN P18-1486K,P18-1486K Pentek 3-wire lead assembly,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,79.9,Utility,,,,,,,,,,,,0,,,,,,,,,

6685,simple,PEN PID-6-9A7-1,Pentek Intelligdrive 1/2 - 1 hp,1,0,visible,Pentek Intelligdrive 1/2 - 1 hp,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,Brands,Pentek,0,0,,,,,

6694,simple,PEN SMCT-CRP3021,Pentek 3 hp Deluxe Control Box,1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,575,Utility,,,,,,,,,,,,0,Brands,Pentek,0,0,,,,,

6695,simple,PEN SMCT-CRP5021,Pentek 5 hp Deluxe Control Box,1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,740,Utility,,,https://www.movewater.ca/wp-content/uploads/2020/11/Pentek-Submersible-Motor-Controls.jpg.thumb_.1280.1280-jpg-webp.webp,,,,,,,,,0,Brands,Pentek,0,0,,,,,

6700,simple,PEN U004506,SFX single phase 230v VFD Kit,'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6701,simple,PEN U17-1334,U17-1334 Turck Transducer Cable,'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6702,simple,PEN U17-1336,U17-1336 Pentek Keypad,'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,2390,Utility,,,,,,,,,,,,0,,,,,,,,,

6703,simple,PEN U17-1561,U17-1561 Pentek Intellidrive Transducer,'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6704,simple,PEN U18-1593,U18-1593 Pentek Transducer Cable,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,90,Utility,,,,,,,,,,,,0,,,,,,,,,

6705,simple,PEN VFD-10TCB,VFD-10TCB Pentek Transducer Cable - 10 ft.,'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,130,Utility,,,,,,,,,,,,0,,,,,,,,,

6710,simple,PIP 05100,"1/2"" Series 75 - 100 ft.",1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,52,Utility,,,,,,,,,,,,0,,,,,,,,,

6711,simple,PIP 05300,"1/2"" Series 75 - 400 ft.",1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,208,Utility,,,,,,,,,,,,0,,,,,,,,,

6712,simple,PIP 05500,"1/2"" Series 75 CSA - 1000 ft.",1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,520,Utility,,,,,,,,,,,,0,,,,,,,,,

6731,simple,PIP 16300,"1"" Series 100 CSA - 300 ft.",1,0,visible,,,,,taxable,,1,6,,0,0,0,0,0,0,1,,,530,Utility,,,,,,,,,,,,0,,,,,,,,,

6738,simple,PIP 20700,"1"" 200 Blue Poly Drop 1000' Roll",'-1,0,visible,"Currently, we only carry 200 blue poly drop pipes in rolls of 1000' at 1"".",,,,taxable,,0,0,,0,0,0,0,0,0,1,,,1800,Pipe > Poly,,,https://www.movewater.ca/wp-content/uploads/2022/01/Black-Plastic-Pipe-Coils-jpg.webp,,,,,,,,,0,,,,,,,,,

6751,simple,PIP 22450,"1-1/4"" Star 75 - 300'",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,465,Utility,,,,,,,,,,,,0,,,,,,,,,

6763,simple,PIP 25000,"Blue Lay Flat Hose  - 1-1/2""",'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,1.1,Utility,,,,,,,,,,,,0,,,,,,,,,

6764,simple,PIP 25100,"Blue Layflat Hose - 2""",'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,1.25,Utility,,,,,,,,,,,,0,,,,,,,,,

6765,simple,PIP 25120,"50 ft. 2"" Layflat c/w Camlocks",'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,112,Utility,,,,,,,,,,,,0,,,,,,,,,

6766,simple,PIP 25170,"King Nipple - 1""",'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,5.5,Utility,,,,,,,,,,,,0,,,,,,,,,

6767,simple,PIP 25180,"King Nipple - 1-1/4""",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,7,Utility,,,,,,,,,,,,0,,,,,,,,,

6768,simple,PIP 25200,"King Nipple - 1-1/2""",'-1,0,visible,,,,,taxable,,1,6,,0,0,0,0,0,0,1,,,9,Utility,,,,,,,,,,,,0,,,,,,,,,

6769,simple,PIP 25300,"King Nipple - 2""",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,11,Utility,,,,,,,,,,,,0,,,,,,,,,

6770,simple,PIP 25750,"Galv. Hose Mender - 2""",'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,17,Utility,,,,,,,,,,,,0,,,,,,,,,

6771,simple,PIP 25755,"Steel Hose Mender - 3""",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,29,Utility,,,,,,,,,,,,0,,,,,,,,,

6772,simple,PIP 25820,"Nylon Hose Mender - 1""",'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,3,Utility,,,,,,,,,,,,0,,,,,,,,,

6773,simple,PIP 25830,"Nylon Hose Mender - 1-1/4""",'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,5,Utility,,,,,,,,,,,,0,,,,,,,,,

6774,simple,PIP 29800,"Clear Braided Hose - 1/2""",1,0,visible,,,,,taxable,,1,149,,0,0,0,0,0,0,1,,,1.4,Utility,,,,,,,,,,,,0,,,,,,,,,

6775,simple,PIP 29900,"Clear Braided Hose - 3/4""",1,0,visible,,,,,taxable,,1,213,,0,0,0,0,0,0,1,,,2.5,Utility,,,,,,,,,,,,0,,,,,,,,,

6776,simple,PIP 30000,"Clear Braided Hose - 1""",1,0,visible,,,,,taxable,,1,972,,0,0,0,0,0,0,1,,,2.9,Utility,,,,,,,,,,,,0,,,,,,,,,

6777,simple,PIP 31000,"Clear Braided Hose-1 1/4""",1,0,visible,,,,,taxable,,1,260,,0,0,0,0,0,0,1,,,5.6,Utility,,,,,,,,,,,,0,,,,,,,,,

6778,simple,PIP 31500,"Clear Braided Hose-1 1/2""",1,0,visible,,,,,taxable,,1,62,,0,0,0,0,0,0,1,,,8,Utility,,,,,,,,,,,,0,,,,,,,,,

6779,simple,PIP 31700,"Clear Braided Hose - 2""",1,0,visible,,,,,taxable,,1,60,,0,0,0,0,0,0,1,,,11,Utility,,,,,,,,,,,,0,,,,,,,,,

6780,simple,PIP 32000,"Pressure Switch Tubing - 1/4""",1,0,visible,,,,,taxable,,1,326,,0,0,0,0,0,0,1,,,0.6,Utility,,,,,,,,,,,,0,,,,,,,,,

6781,simple,PIP 32100,"Pressure Switch Tubing - 3/8""",1,0,visible,,,,,taxable,,1,826,,0,0,0,0,0,0,1,,,0.8,Utility,,,,,,,,,,,,0,,,,,,,,,

6782,simple,PIP 32300,"1/2""X5/8"" Clear Tubing",1,0,visible,,,,,taxable,,1,100,,0,0,0,0,0,0,1,,,1.2,Utility,,,,,,,,,,,,0,,,,,,,,,

6783,simple,PIP 33200,"Sump Pump Discharge Kit 1-1/4""",'-1,0,visible,,,,,taxable,,1,62,,0,0,0,0,0,0,1,,,16,Utility,,,,,,,,,,,,0,,,,,,,,,

6784,simple,PIP 33300,"Sump Pump Discharge Kit 1-1/2""",'-1,0,visible,,,,,taxable,,1,19,,0,0,0,0,0,0,1,,,25,Utility,,,,,,,,,,,,0,,,,,,,,,

6785,simple,PIP 39500,"Suction Hose - 1"" by the foot",1,0,visible,,,,,taxable,,1,107,,0,0,0,0,0,0,1,,,3,Utility,,,,,,,,,,,,0,,,,,,,,,

6786,simple,PIP 39600,"Suction Hose - 1-1/4"" by the foot",1,0,visible,,,,,taxable,,1,123,,0,0,0,0,0,0,1,,,4,Utility,,,,,,,,,,,,0,,,,,,,,,

6787,simple,PIP 39700,"Suction Hose - 1-1/2"" by the foot",1,0,visible,,,,,taxable,,1,100,,0,0,0,0,0,0,1,,,4.5,Utility,,,,,,,,,,,,0,,,,,,,,,

6788,simple,PIP 39800,"Suction Hose - 2"" by the foot",1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,6,Utility,,,,,,,,,,,,0,,,,,,,,,

6789,simple,PIP 39930,"Punch Clamp PC-6   1""",'-1,0,visible,,,,,taxable,,1,12,,0,0,0,0,0,0,1,,,1.5,Utility,,,,,,,,,,,,0,,,,,,,,,

6790,simple,PIP 39940,"Punch Clamp PC-8   1-1/4 - 1-1/2""",'-1,0,visible,,,,,taxable,,1,22,,0,0,0,0,0,0,1,,,1.6,Utility,,,,,,,,,,,,0,,,,,,,,,

6791,simple,PIP 39950,"Punch Clamp PC-12   2""",'-1,0,visible,,,,,taxable,,1,14,,0,0,0,0,0,0,1,,,2.2,Utility,,,,,,,,,,,,0,,,,,,,,,

6792,simple,PIP 40050,"1"" Suction Hose - 10 ft.",1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,95,Utility,,,,,,,,,,,,0,,,,,,,,,

6793,simple,PIP 40100,"1"" Suction Hose - 20 ft.",1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,125,Utility,,,,,,,,,,,,0,,,,,,,,,

6794,simple,PIP 40600,"1-1/4"" Suction Hose - 20 ft.",1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,149,Utility,,,,,,,,,,,,0,,,,,,,,,

6795,simple,PIP 41000,"1-1/2"" Suction Hose - 20 ft.",1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,159,Utility,,,,,,,,,,,,0,,,,,,,,,

6796,simple,PIP 41400,"2"" Suction Hose - 10 ft.",1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,140,Utility,,,,,,,,,,,,0,,,,,,,,,

6797,simple,PIP 41500,"2"" Suction Hose - 20 ft.",1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,200,Utility,,,,,,,,,,,,0,,,,,,,,,

6798,simple,PIP 42000,"1""  A  Alum. Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,6.5,Utility,,,,,,,,,,,,0,,,,,,,,,

6799,simple,PIP 42050,"1""  C Alum. Camlock",'-1,0,visible,,,,,taxable,,1,6,,0,0,0,0,0,0,1,,,14.5,Utility,,,,,,,,,,,,0,,,,,,,,,

6800,simple,PIP 42100,"1""  D Alum. Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,16,Utility,,,,,,,,,,,,0,,,,,,,,,

6801,simple,PIP 42150,"1""  E  Alum. Camlock",'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,8,Utility,,,,,,,,,,,,0,,,,,,,,,

6802,simple,PIP 42200,"1""  F Alum. Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,9,Utility,,,,,,,,,,,,0,,,,,,,,,

6803,simple,PIP 42300,"1-1/4"" A Alum. Camlock",'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,9,Utility,,,,,,,,,,,,0,,,,,,,,,

6804,simple,PIP 42420,"1-1/4"" C Alum. Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,21,Utility,,,,,,,,,,,,0,,,,,,,,,

6805,simple,PIP 42440,"1-1/4"" D Alum. Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,21,Utility,,,,,,,,,,,,0,,,,,,,,,

6806,simple,PIP 42450,"1-1/4"" E Alum. Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,10,Utility,,,,,,,,,,,,0,,,,,,,,,

6807,simple,PIP 42460,"1-1/4"" F Alum. Camlock",'-1,0,visible,,,,,taxable,,1,6,,0,0,0,0,0,0,1,,,12,Utility,,,,,,,,,,,,0,,,,,,,,,

6808,simple,PIP 42500,"1-1/2"" A Alum. Camlock",'-1,0,visible,,,,,taxable,,1,29,,0,0,0,0,0,0,1,,,8,Utility,,,,,,,,,,,,0,,,,,,,,,

6809,simple,PIP 42530,"1-1/2"" C Alum. Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,20,Utility,,,,,,,,,,,,0,,,,,,,,,

6810,simple,PIP 42540,"1-1/2"" D Alum. Camlock",'-1,0,visible,,,,,taxable,,1,21,,0,0,0,0,0,0,1,,,21,Utility,,,,,,,,,,,,0,,,,,,,,,

6811,simple,PIP 42550,"1-1/2"" E Alum. Camlock",'-1,0,visible,,,,,taxable,,1,7,,0,0,0,0,0,0,1,,,10,Utility,,,,,,,,,,,,0,,,,,,,,,

6812,simple,PIP 42560,"1-1/2"" F  Alum. Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,11,Utility,,,,,,,,,,,,0,,,,,,,,,

6813,simple,PIP 42600,"2"" A Alum. Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,10,Utility,,,,,,,,,,,,0,,,,,,,,,

6814,simple,PIP 42620,"2"" B Alum. Camlock",'-1,0,visible,,,,,taxable,,1,8,,0,0,0,0,0,0,1,,,22,Utility,,,,,,,,,,,,0,,,,,,,,,

6815,simple,PIP 42630,"2"" C Alum. Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,23,Utility,,,,,,,,,,,,0,,,,,,,,,

6816,simple,PIP 42640,"2"" D Alum. Camlock",'-1,0,visible,,,,,taxable,,1,7,,0,0,0,0,0,0,1,,,22,Utility,,,,,,,,,,,,0,,,,,,,,,

6817,simple,PIP 42650,"2"" E Alum. Camlock",'-1,0,visible,,,,,taxable,,1,9,,0,0,0,0,0,0,1,,,13,Utility,,,,,,,,,,,,0,,,,,,,,,

6818,simple,PIP 42660,"2"" F Alum. Camlock",'-1,0,visible,,,,,taxable,,1,9,,0,0,0,0,0,0,1,,,13,Utility,,,,,,,,,,,,0,,,,,,,,,

6819,simple,PIP 42661,"3"" A Alum. Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,19,Utility,,,,,,,,,,,,0,,,,,,,,,

6820,simple,PIP 42665,"1 1/2"" Dust Plug Alum Camlock",'-1,0,visible,,,,,taxable,,1,10,,0,0,0,0,0,0,1,,,7,Utility,,,,,,,,,,,,0,,,,,,,,,

6821,simple,PIP 42670,"2"" Dust Plug Alum. Camlock",'-1,0,visible,,,,,taxable,,1,11,,0,0,0,0,0,0,1,,,9,Utility,,,,,,,,,,,,0,,,,,,,,,

6822,simple,PIP 42675,"3"" Dust Plug Alum. Camlock",'-1,0,visible,,,,,taxable,,1,8,,0,0,0,0,0,0,1,,,15,Utility,,,,,,,,,,,,0,,,,,,,,,

6823,simple,PIP 42680,"2"" Dust Cap Alum. Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,20,Utility,,,,,,,,,,,,0,,,,,,,,,

6824,simple,PIP 42690,"2"" 90 Elbow Poly  Camlock",'-1,0,visible,,,,,taxable,,1,33,,0,0,0,0,0,0,1,,,30,Utility,,,,,,,,,,,,0,,,,,,,,,

6826,simple,PIP 44500,"1-1/2""  A  Poly Camlock",'-1,0,visible,,,,,taxable,,1,11,,0,0,0,0,0,0,1,,,6,Utility,,,,,,,,,,,,0,,,,,,,,,

6827,simple,PIP 44540,"1-1/2""  D  Poly Camlock",'-1,0,visible,,,,,taxable,,1,9,,0,0,0,0,0,0,1,,,20,Utility,,,,,,,,,,,,0,,,,,,,,,

6828,simple,PIP 44600,"2""  A  Poly Camlock",'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,7,Utility,,,,,,,,,,,,0,,,,,,,,,

6829,simple,PIP 44640,"2""  D  Poly Camlock",'-1,0,visible,,,,,taxable,,1,7,,0,0,0,0,0,0,1,,,23,Utility,,,,,,,,,,,,0,,,,,,,,,

6830,simple,PIP 44660,"2"" F Poly Camlock",'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6831,simple,PIP 44700,"3"" A Poly Camlock",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,16,Utility,,,,,,,,,,,,0,,,,,,,,,

6832,simple,PIP 44730,"3"" D Poly Camlock",'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,38,Utility,,,,,,,,,,,,0,,,,,,,,,

6833,simple,PIP 44750,"3"" F Poly Camlock",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,16,Utility,,,,,,,,,,,,0,,,,,,,,,

6834,simple,PIP 45000,G97-150 Plastic Fog Nozzle,'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,33,Utility,,,,,,,,,,,,0,,,,,,,,,

6835,simple,PIT 02000,4 x 1 Snappy Pitless Adapter,1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,398,Utility,,,,,,,,,,,,0,,,,,,,,,

6836,simple,PIT 02200,4 1/2 x 1 Snappy Adapter,1,0,visible,,,,,taxable,,1,7,,0,0,0,0,0,0,1,,,398,Utility,,,,,,,,,,,,0,,,,,,,,,

6837,simple,PIT 02300,5 x 1 Snappy Pitless Adapter,1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,398,Utility,,,,,,,,,,,,0,,,,,,,,,

6838,simple,PIT 02400,5 3/16 x 1 Snappy Adapter,1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,398,Utility,,,,,,,,,,,,0,,,,,,,,,

6839,simple,PIT 02500,5 3/16 x 6 x 1 Snappy Adapter,1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,398,Utility,,,,,,,,,,,,0,,,,,,,,,

6840,simple,PIT 02700,6 x 1 Snappy Adapter,1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,398,Utility,,,,,,,,,,,,0,,,,,,,,,

6841,simple,PIT 02800,6 1/4 x 1 Snappy Pitless Adapter,1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6843,simple,PIT 05050,"1"" Stainless Steel Pitless Adapter",1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,160,Utility,,,,,,,,,,,,0,,,,,,,,,

6845,simple,PIT 05150,"1-1/4"" Pitless Adapter for Concrete",1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,400,Utility,,,,,,,,,,,,0,,,,,,,,,

6847,simple,PIT 05250,"1-1/4"" Stainless Steel Pitless Adapter",1,0,visible,,,,,taxable,,1,14,,0,0,0,0,0,0,1,,,220,Utility,,,,,,,,,,,,0,,,,,,,,,

6848,simple,PIT 05270,"1-1/2"" Stainless Steel Pitless Adapter",1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,550,Utility,,,,,,,,,,,,0,,,,,,,,,

6849,simple,PIT 05280,"2"" Stainless Steel Pitless Adapter",1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,670,Utility,,,,,,,,,,,,0,,,,,,,,,

6852,simple,PIT 07000,4V Snappy Well Cap,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6853,simple,PIT 07100,4.5V Snappy Well Cap,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,0,Utility,,,,,,,,,,,,0,,,,,,,,,

6854,simple,PIT 07200,5V Snappy Well Cap,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,110,Utility,,,,,,,,,,,,0,,,,,,,,,

6855,simple,PIT 07300,5.6V Snappy Well Cap,'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,110,Utility,,,,,,,,,,,,0,,,,,,,,,

6856,simple,PIT 07500,6V Snappy Well Cap,'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,110,Utility,,,,,,,,,,,,0,,,,,,,,,

6857,simple,PIT 07900,Conduit Adapter for Snappy Cap,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,45,Utility,,,,,,,,,,,,0,,,,,,,,,

6858,simple,PIT 09000,CC-4 Aluminum Well Cap,'-1,0,visible,,,,,taxable,,0,0,,0,0,0,0,0,0,1,,,34,Utility,,,,,,,,,,,,0,,,,,,,,,

6859,simple,PIT 09100,CC-4.5 Aluminum Well Cap,'-1,0,visible,,,,,taxable,,1,10,,0,0,0,0,0,0,1,,,40,Utility,,,,,,,,,,,,0,,,,,,,,,

6860,simple,PIT 09200,CC-5 Aluminum Well Cap,'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,42,Utility,,,,,,,,,,,,0,,,,,,,,,

6861,simple,PIT 09300,CC-5.6 Aluminum Well Cap,'-1,0,visible,,,,,taxable,,1,3,,0,0,0,0,0,0,1,,,44,Utility,,,,,,,,,,,,0,,,,,,,,,

6862,simple,PIT 09400,CC-6 Aluminum Well Cap,'-1,0,visible,,,,,taxable,,1,2,,0,0,0,0,0,0,1,,,46,Utility,,,,,,,,,,,,0,,,,,,,,,

6863,simple,PIT 09500,CC-6.6 Aluminum Well Cap,'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,50,Utility,,,,,,,,,,,,0,,,,,,,,,

6864,simple,PIT 09790,"WTC-A05 Watertite Well Cap - 5-9/16"" OD",'-1,0,visible,,,,,taxable,,1,1,,0,0,0,0,0,0,1,,,98,Utility,,,,,,,,,,,,0,,,,,,,,,

6865,simple,PIT 10250,"WTMLC-A05 Locking Well Cap - 5-9/16"" OD casing",'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,115,Utility,,,,,,,,,,,,0,,,,,,,,,

6866,simple,PIT 10300,"WTMLC-A056 Locking Well Cap - 6"" OD casing",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,140,Utility,,,,,,,,,,,,0,,,,,,,,,

6867,simple,PIT 10350,"WTMLC-A06 Locking Well Cap - 6-5/8"" OD casing",'-1,0,visible,,,,,taxable,,1,6,,0,0,0,0,0,0,1,,,145,Utility,,,,,,,,,,,,0,,,,,,,,,

6868,simple,PIT 10400,"WTMLC-A066 Locking Well Cap - 7"" OD casing",'-1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,150,Utility,,,,,,,,,,,,0,,,,,,,,,

6869,simple,PIT 12000,O-Ring for PA-100 Pitless Adapter,'-1,0,visible,,,,,taxable,,1,7,,0,0,0,0,0,0,1,,,8,Utility,,,,,,,,,,,,0,,,,,,,,,

6870,simple,PIT12100,O-Ring for PA-125 Pitless Adapter,'-1,0,visible,,,,,taxable,,1,5,,0,0,0,0,0,0,1,,,8,Utility,,,,,,,,,,,,0,,,,,,,,,

6961,simple,PRS 01995,FSG-2 Pressure Switch 20-40,1,0,visible,,,,,taxable,,1,4,,0,0,0,0,0,0,1,,,47,Utility,,,https://www.movewater.ca/wp-content/uploads/2020/11/61WCL1CpmjL._AC_SX522_-jpg-webp.webp,,,,,,,,,0,,,,,,,,,

6962,simple,PRS 02000,FSG-2 Pressure Switch 30-50,1,0,visible,,,,,taxable,,1,10,,0,0,0,0,0,0,1,,,47,Utility,,,https://www.movewater.ca/wp-content/uploads/2020/11/610bXuaMqAL._AC_SX522_-jpg-webp.webp,,,,,,,,,0,,,,,,,,,

6963,simple,PRS 02020,FSG-2 Pressure Switch 40-60,1,0,visible,,,,,taxable,,1,22,,0,0,0,0,0,0,1,,,47,Utility,,,https://www.movewater.ca/wp-content/uploads/2020/11/610bXuaMqAL.__AC_SX300_SY300_QL70_ML2_-jpg-webp.webp,,,,,,,,,0,,,,,,,,,

6964,simple,PRS 02100,FSG-2M4 Pressure Switch 30-50 PSI,1,0,visible,,,,,taxable,,1,8,,0,0,0,0,0,0,1,,,65,Utility,,,https://www.movewater.ca/wp-content/uploads/2020/11/p_1001237625.webp,,,,,,,,,0,,,,,,,,,

6965,simple,PRS 02150,FSG-2M4 Pressure Switch 40-60 PSI,1,0,visible,,,,,taxable,,1,16,,0,0,0,0,0,0,1,,,65,Utility,,,https://www.movewater.ca/wp-content/uploads/2020/11/p_1001237628.webp,,,,,,,,,0,,,,,,,,,

6966,simple,PRS 02710,AGC Pressure Switch 30-50,1,0,visible,,,,,taxable,,1,23,,0,0,0,0,0,0,1,,,29,Utility,,,,,,,,,,,,0,,,,,,,,,

6967,simple,PRS 02715,AGC Pressure Switch 40-60,1,0,visible,,,,,taxable,,1,49,,0,0,0,0,0,0,1,,,29,Utility,,,,,,,,,,,,0,,,,,,,,,
